id   ,Date      ,State                    ,Total Confirmed Cases ,Total Deaths
454  ,Wed 9/8   ,Idaho                    ,229679                ,2427
455  ,Wed 9/8   ,Illinois                 ,1558768               ,26769
456  ,Wed 9/8   ,Indiana                  ,892733                ,14709
457  ,Wed 9/8   ,Iowa                     ,417152                ,6337
458  ,Wed 9/8   ,Kansas                   ,383933                ,5717
459  ,Wed 9/8   ,Kentucky                 ,613121                ,8001
460  ,Wed 9/8   ,Louisiana                ,705498                ,12915
461  ,Wed 9/8   ,Maine                    ,78803                 ,946
462  ,Wed 9/8   ,Maryland                 ,505781                ,10115
463  ,Wed 9/8   ,Massachusetts            ,772742                ,18314
464  ,Wed 9/8   ,Michigan                 ,1079294               ,21745
465  ,Wed 9/8   ,Minnesota                ,663341                ,7958
466  ,Wed 9/8   ,Mississippi              ,455282                ,8787
467  ,Wed 9/8   ,Missouri                 ,792710                ,11503
468  ,Wed 9/8   ,Montana                  ,131877                ,1828
469  ,Wed 9/8   ,Nebraska                 ,250264                ,2602
470  ,Wed 9/8   ,Nevada                   ,399234                ,6637
471  ,Wed 9/8   ,New Hampshire            ,110256                ,1431
472  ,Wed 9/8   ,New Jersey               ,1108291               ,27007
473  ,Wed 9/8   ,New Mexico               ,238430                ,4579
474  ,Wed 9/8   ,New York                 ,2310837               ,54088
475  ,Wed 9/8   ,North Carolina           ,1269208               ,14925
476  ,Wed 9/8   ,North Dakota             ,120634                ,1599
477  ,Wed 9/8   ,Northern Mariana Islands ,249                   ,2
478  ,Wed 9/8   ,Ohio                     ,1268841               ,21020
479  ,Wed 9/8   ,Oklahoma                 ,572223                ,8208
480  ,Wed 9/8   ,Oregon                   ,291978                ,3382
481  ,Wed 9/8   ,Pennsylvania             ,1329111               ,28446
482  ,Wed 9/8   ,Puerto Rico              ,208425                ,2949
483  ,Wed 9/8   ,Rhode Island             ,165083                ,2782
484  ,Wed 9/8   ,South Carolina           ,776342                ,10996
485  ,Wed 9/8   ,South Dakota             ,135538                ,2077
486  ,Wed 9/8   ,Tennessee                ,1090264               ,13693
487  ,Wed 9/8   ,Texas                    ,3752776               ,59090
488  ,Wed 9/8   ,Utah                     ,475709                ,2693
489  ,Wed 9/8   ,Vermont                  ,29436                 ,282
490  ,Wed 9/8   ,Virgin Islands           ,6102                  ,63
491  ,Wed 9/8   ,Virginia                 ,793396                ,11977
492  ,Wed 9/8   ,Washington               ,592468                ,6856
493  ,Wed 9/8   ,West Virginia            ,201660                ,3169
494  ,Wed 9/8   ,Wisconsin                ,749241                ,8557
495  ,Wed 9/8   ,Wyoming                  ,79297                 ,879
496  ,Thu 9/9   ,Alabama                  ,736518                ,12552
497  ,Thu 9/9   ,Alaska                   ,93729                 ,439
498  ,Thu 9/9   ,Arizona                  ,1039492               ,19141
499  ,Thu 9/9   ,Arkansas                 ,469977                ,7169
500  ,Thu 9/9   ,California               ,4556885               ,66898
501  ,Thu 9/9   ,Colorado                 ,636018                ,7433
502  ,Thu 9/9   ,Connecticut              ,378308                ,8416
503  ,Thu 9/9   ,Delaware                 ,123308                ,1900
504  ,Thu 9/9   ,District of Columbia     ,56859                 ,1164
505  ,Thu 9/9   ,Florida                  ,3391158               ,48273
506  ,Thu 9/9   ,Georgia                  ,1443564               ,22820
507  ,Thu 9/9   ,Guam                     ,12788                 ,155
508  ,Thu 9/9   ,Hawaii                   ,67346                 ,630
509  ,Thu 9/9   ,Idaho                    ,231119                ,2448
510  ,Thu 9/9   ,Illinois                 ,1563905               ,26793
511  ,Thu 9/9   ,Indiana                  ,897885                ,14759
512  ,Thu 9/9   ,Iowa                     ,417152                ,6337
513  ,Thu 9/9   ,Kansas                   ,384034                ,5719
514  ,Thu 9/9   ,Kentucky                 ,618452                ,8040
515  ,Thu 9/9   ,Louisiana                ,710401                ,12992
516  ,Thu 9/9   ,Maine                    ,79423                 ,951
517  ,Thu 9/9   ,Maryland                 ,506688                ,10124
518  ,Thu 9/9   ,Massachusetts            ,775149                ,18332
519  ,Thu 9/9   ,Michigan                 ,1079620               ,21745
520  ,Thu 9/9   ,Minnesota                ,664552                ,7967
521  ,Thu 9/9   ,Mississippi              ,458420                ,8870
522  ,Thu 9/9   ,Missouri                 ,795415                ,11532
523  ,Thu 9/9   ,Montana                  ,132871                ,1830
524  ,Thu 9/9   ,Nebraska                 ,251219                ,2605
525  ,Thu 9/9   ,Nevada                   ,400349                ,6681
526  ,Thu 9/9   ,New Hampshire            ,110779                ,1436
527  ,Thu 9/9   ,New Jersey               ,1110501               ,27024
528  ,Thu 9/9   ,New Mexico               ,239006                ,4587
529  ,Thu 9/9   ,New York                 ,2317291               ,54156
530  ,Thu 9/9   ,North Carolina           ,1275992               ,15019
531  ,Thu 9/9   ,North Dakota             ,121249                ,1603
532  ,Thu 9/9   ,Northern Mariana Islands ,249                   ,2
533  ,Thu 9/9   ,Ohio                     ,1276738               ,21020
534  ,Thu 9/9   ,Oklahoma                 ,574685                ,8208
535  ,Thu 9/9   ,Oregon                   ,294392                ,3402
536  ,Thu 9/9   ,Pennsylvania             ,1333308               ,28498
537  ,Thu 9/9   ,Puerto Rico              ,208788                ,2967
538  ,Thu 9/9   ,Rhode Island             ,165454                ,2787
539  ,Thu 9/9   ,South Carolina           ,779898                ,11050
540  ,Thu 9/9   ,South Dakota             ,136157                ,2079
541  ,Thu 9/9   ,Tennessee                ,1094159               ,13767
542  ,Thu 9/9   ,Texas                    ,3784830               ,59492
543  ,Thu 9/9   ,Utah                     ,477875                ,2703
544  ,Thu 9/9   ,Vermont                  ,29588                 ,283
545  ,Thu 9/9   ,Virgin Islands           ,6102                  ,63
546  ,Thu 9/9   ,Virginia                 ,797348                ,12010
547  ,Thu 9/9   ,Washington               ,596505                ,6920
548  ,Thu 9/9   ,West Virginia            ,203404                ,3189
549  ,Thu 9/9   ,Wisconsin                ,751408                ,8589
550  ,Thu 9/9   ,Wyoming                  ,79830                 ,879
551  ,Fri 9/10  ,Alabama                  ,741318                ,12605
552  ,Fri 9/10  ,Alaska                   ,94422                 ,441
553  ,Fri 9/10  ,Arizona                  ,1042480               ,19147
554  ,Fri 9/10  ,Arkansas                 ,472136                ,7199
555  ,Fri 9/10  ,California               ,4566746               ,67062
556  ,Fri 9/10  ,Colorado                 ,637739                ,7447
557  ,Fri 9/10  ,Connecticut              ,378933                ,8424
558  ,Fri 9/10  ,Delaware                 ,123958                ,1900
559  ,Fri 9/10  ,District of Columbia     ,56966                 ,1165
560  ,Fri 9/10  ,Florida                  ,3409165               ,48772
561  ,Fri 9/10  ,Georgia                  ,1451731               ,22968
562  ,Fri 9/10  ,Guam                     ,13196                 ,160
563  ,Fri 9/10  ,Hawaii                   ,68087                 ,638
564  ,Fri 9/10  ,Idaho                    ,232693                ,2466
565  ,Fri 9/10  ,Illinois                 ,1569206               ,26845
566  ,Fri 9/10  ,Indiana                  ,903219                ,14783
567  ,Fri 9/10  ,Iowa                     ,417152                ,6337
568  ,Fri 9/10  ,Kansas                   ,388198                ,5783
569  ,Fri 9/10  ,Kentucky                 ,623804                ,8072
570  ,Fri 9/10  ,Louisiana                ,712574                ,13056
571  ,Fri 9/10  ,Maine                    ,79929                 ,959
572  ,Fri 9/10  ,Maryland                 ,508241                ,10139
573  ,Fri 9/10  ,Massachusetts            ,777022                ,18350
574  ,Fri 9/10  ,Michigan                 ,1086381               ,21807
575  ,Fri 9/10  ,Minnesota                ,666589                ,7985
576  ,Fri 9/10  ,Mississippi              ,460312                ,8905
577  ,Fri 9/10  ,Missouri                 ,798664                ,11556
578  ,Fri 9/10  ,Montana                  ,133839                ,1834
579  ,Fri 9/10  ,Nebraska                 ,252159                ,2608
580  ,Fri 9/10  ,Nevada                   ,401901                ,6702
581  ,Fri 9/10  ,New Hampshire            ,111111                ,1441
582  ,Fri 9/10  ,New Jersey               ,1113165               ,27039
583  ,Fri 9/10  ,New Mexico               ,239886                ,4607
584  ,Fri 9/10  ,New York                 ,2323174               ,54174
585  ,Fri 9/10  ,North Carolina           ,1281446               ,15092
586  ,Fri 9/10  ,North Dakota             ,121881                ,1603
587  ,Fri 9/10  ,Northern Mariana Islands ,250                   ,2
588  ,Fri 9/10  ,Ohio                     ,1285757               ,21154
589  ,Fri 9/10  ,Oklahoma                 ,577312                ,8208
590  ,Fri 9/10  ,Oregon                   ,296825                ,3419
591  ,Fri 9/10  ,Pennsylvania             ,1338313               ,28535
592  ,Fri 9/10  ,Puerto Rico              ,209511                ,2984
593  ,Fri 9/10  ,Rhode Island             ,165849                ,2793
594  ,Fri 9/10  ,South Carolina           ,784052                ,11149
595  ,Fri 9/10  ,South Dakota             ,136772                ,2084
596  ,Fri 9/10  ,Tennessee                ,1099118               ,13778
597  ,Fri 9/10  ,Texas                    ,3802905               ,59905
598  ,Fri 9/10  ,Utah                     ,480064                ,2724
599  ,Fri 9/10  ,Vermont                  ,29735                 ,284
600  ,Fri 9/10  ,Virgin Islands           ,6182                  ,63
601  ,Fri 9/10  ,Virginia                 ,801827                ,12036
602  ,Fri 9/10  ,Washington               ,599971                ,6977
603  ,Fri 9/10  ,West Virginia            ,205783                ,3207
604  ,Fri 9/10  ,Wisconsin                ,754164                ,8613
605  ,Fri 9/10  ,Wyoming                  ,80643                 ,879
606  ,Sat 9/11  ,Alabama                  ,745812                ,12673
607  ,Sat 9/11  ,Alaska                   ,94422                 ,441
608  ,Sat 9/11  ,Arizona                  ,1045835               ,19183
609  ,Sat 9/11  ,Arkansas                 ,473885                ,7232
610  ,Sat 9/11  ,California               ,4575900               ,67149
611  ,Sat 9/11  ,Colorado                 ,637739                ,7447
612  ,Sat 9/11  ,Connecticut              ,378933                ,8424
613  ,Sat 9/11  ,Delaware                 ,124575                ,1900
614  ,Sat 9/11  ,District of Columbia     ,56966                 ,1165
615  ,Sat 9/11  ,Florida                  ,3418160               ,48772
616  ,Sat 9/11  ,Georgia                  ,1451731               ,22968
617  ,Sat 9/11  ,Guam                     ,13196                 ,160
618  ,Sat 9/11  ,Hawaii                   ,68916                 ,650
619  ,Sat 9/11  ,Idaho                    ,232693                ,2466
620  ,Sat 9/11  ,Illinois                 ,1569206               ,26845
621  ,Sat 9/11  ,Indiana                  ,903219                ,14783
622  ,Sat 9/11  ,Iowa                     ,421168                ,6337
623  ,Sat 9/11  ,Kansas                   ,388198                ,5783
624  ,Sat 9/11  ,Kentucky                 ,624189                ,8076
625  ,Sat 9/11  ,Louisiana                ,712574                ,13056
626  ,Sat 9/11  ,Maine                    ,80510                 ,961
627  ,Sat 9/11  ,Maryland                 ,509617                ,10159
628  ,Sat 9/11  ,Massachusetts            ,777022                ,18350
629  ,Sat 9/11  ,Michigan                 ,1086381               ,21807
630  ,Sat 9/11  ,Minnesota                ,666589                ,7985
631  ,Sat 9/11  ,Mississippi              ,460312                ,8905
632  ,Sat 9/11  ,Missouri                 ,801140                ,11570
